timestamp,ax,ay,az,gx,gy,gz,gnss_lat,gnss_lon,gnss_head
56.72,-4.5457,-2.6892,12.2164,0.228,0.228,0.2414,52.5592989,-1.4560195000000002,202.49299999999272
56.82,0.8292,1.7193,9.2739,-0.2037,-0.2037,-0.603,52.55929,-1.4560254999999998,202.24300000000727
56.921,5.5331,3.3252,8.6405,-0.0736,-0.0736,-0.2843,52.559281011,-1.4560316599999998,202.48195000000152
57.02,0.7215,0.7228,9.7446,-0.1501,-0.1501,-0.2792,52.5592722,-1.4560376,202.378
57.12,-1.5103,0.6135,9.3731,0.131,0.131,0.4568,52.5592633,-1.4560436,202.31199999999964
57.22,-5.7716,-0.9589,10.8657,0.0956,0.0956,0.0719,52.5592545,-1.4560496000000003,202.28700000000177
57.32,-4.5361,-0.0468,10.4534,-0.1312,-0.1312,-0.4242,52.5592456,-1.4560555999999998,202.34799999999822
57.42,2.9228,2.7065,8.887,-0.0557,-0.0557,-0.267,52.5592368,-1.4560615999999995,202.24300000000153
57.52,2.0311,2.4153,8.8721,-0.017,-0.017,0.1275,52.559228,-1.4560675,202.163
57.62,-1.5805,1.0327,9.2069,0.0253,0.0253,0.1918,52.5592192,-1.4560734999999998,202.36099999999269
57.72,-3.1923,-0.8235,10.1225,-0.0351,-0.0351,-0.0884,52.5592104,-1.4560792000000002,201.85700000001376
57.82,0.281,0.671,9.5291,-0.0188,-0.0188,-0.0876,52.5592017,-1.4560850999999997,202.32999999998623
57.92,1.5025,0.5046,9.6782,-0.0468,-0.0468,-0.1195,52.55919300000001,-1.456091,202.2900000000006
58.02,-2.3245,-0.1653,9.7439,-0.087,-0.087,0.094,52.5591843,-1.4560968,202.021
58.12,-2.744,0.1715,10.366,0.0996,0.0996,0.2402,52.5591757,-1.4561027,202.3429999999974
58.219,2.5569,2.5426,10.66,0.0175,0.0175,0.0282,52.559167186,-1.4561083430000004,202.16578999999481
58.319,3.4529,2.5038,9.1061,-0.3726,-0.3726,0.1696,52.559158586,-1.4561141420000001,202.15410000000028
58.42,0.2775,1.0221,8.5871,0.1431,0.1431,-0.0416,52.5591498,-1.45612,202.10700000000068
58.52,-4.9259,-3.348,11.6419,-0.2043,-0.2043,0.1445,52.5591412,-1.4561257,202.009
58.62,-2.363,-1.0579,10.783,0.2067,0.2067,0.3073,52.5591325,-1.4561315,202.1170000000028
58.72,3.1542,2.4211,9.3336,0.1208,0.1208,0.1989,52.5591239,-1.4561374,202.3119999999911
58.82,2.45,0.9841,10.283,0.1197,0.1197,-0.3361,52.5591153,-1.4561430999999996,202.00500000000895
58.92,-1.3838,0.3545,10.9897,-0.012,-0.012,-0.185,52.5591066,-1.4561489,202.30399999999565
59.02,-3.4844,-1.3722,10.8932,-0.0147,-0.0147,0.1445,52.5590979,-1.4561548,202.33
59.12,-2.7245,-0.2551,10.4159,0.1943,0.1943,0.1962,52.5590892,-1.4561605,201.86600000000672
59.22,-2.0414,0.1694,9.6172,-0.0002,-0.0002,0.0181,52.55908050000001,-1.4561664000000003,202.3289999999908
59.32,2.23,1.1853,9.6305,-0.0068,-0.0068,-0.1718,52.5590717,-1.4561722999999998,202.01200000000924
59.42,2.5693,1.4099,9.3233,-0.0198,-0.0198,-0.2073,52.5590629,-1.4561782,202.0869999999989
59.52,-2.0555,-0.7571,9.4874,-0.0333,-0.0333,0.0119,52.5590541,-1.4561841,202.053
59.62,-0.9712,0.1345,10.5912,-0.0369,-0.0369,0.0901,52.5590452,-1.45619,202.06400000000212
59.72,-0.0733,-0.0213,10.4818,-0.1586,-0.1586,0.1572,52.5590363,-1.456196,202.2119999999967
59.82,2.3217,-0.5532,9.7427,0.2435,0.2435,-0.2089,52.5590273,-1.4562019999999998,202.0990000000033
59.92,-0.3756,0.0332,10.1431,-0.0917,-0.0917,-0.0623,52.559018300000005,-1.4562080000000002,202.10199999999995
60.02,-0.8845,-1.262,10.369,-0.0982,-0.0982,-0.0535,52.5590092,-1.4562141,202.054
60.12,-1.0417,0.5949,10.5091,0.0085,0.0085,0.0215,52.5590002,-1.4562201,202.05800000000255
60.22,1.4646,0.9612,9.8804,-0.0567,-0.0567,0.0681,52.5589911,-1.4562263000000004,202.23500000000814
60.32,3.5777,1.6231,9.854,0.0898,0.0898,-0.2837,52.558982,-1.4562324999999996,202.51499999999183
60.42,2.2577,1.463,9.7641,0.0366,0.0366,0.0946,52.55897289999999,-1.4562387,202.6179999999985
60.519,-2.8701,-0.7158,10.0826,0.0958,0.0958,0.032,52.558963891,-1.456244838,202.68433
60.62,-2.2883,0.2854,9.8517,-0.0456,-0.0456,0.3209,52.5589548,-1.4562512,202.75800000000237
60.72,2.3353,2.1945,9.0388,0.05,0.05,0.0831,52.5589457,-1.4562576000000003,202.9200000000084
60.819,0.4319,1.2756,9.5863,-0.0523,-0.0523,-0.1127,52.558936691,-1.4562639359999998,203.20610999999175
60.92,-3.8171,3.4394,9.7194,0.0681,0.0681,-0.2484,52.5589276,-1.4562704,203.15900000000073
61.02,-0.5373,0.3602,8.7972,-0.2401,-0.2401,0.0307,52.5589186,-1.4562767,203.054
61.12,-1.742,-0.6014,11.1164,-0.0572,-0.0572,-0.0476,52.5589095,-1.456283,202.77400000000023
61.22,0.4948,-0.8491,11.3418,-0.2492,-0.2492,0.1329,52.55890050000001,-1.4562892000000003,202.78999999999525
61.32,1.9773,1.8307,10.0981,-0.0889,-0.0889,-0.1507,52.5588915,-1.4562954999999997,202.62700000000476
61.42,1.0905,1.149,10.2061,0.0018,0.0018,-0.0508,52.5588825,-1.4563017,202.73899999999838
61.52,-0.8795,1.04,9.8333,-0.0402,-0.0402,0.0092,52.5588735,-1.4563078,202.622
61.619,-1.4288,0.7952,9.6235,-0.123,-0.123,0.1748,52.55886459,-1.4563139380000003,202.50022999999823
61.72,1.0305,2.0233,9.1951,0.0713,0.0713,0.2307,52.5588556,-1.4563201000000001,202.57199999999642
61.82,2.2983,1.9425,9.1788,0.1597,0.1597,-0.1585,52.5588467,-1.4563260999999996,202.4490000000036
61.92,-0.48,0.0375,9.8488,-0.0995,-0.0995,-0.133,52.5588378,-1.4563322,202.3940000000008
62.02,-1.0425,1.1833,9.559,0.0372,0.0372,-0.0487,52.5588288,-1.4563382,202.18
62.119,-2.3372,0.342,9.9599,-0.0406,-0.0406,0.1936,52.558820088,-1.456344239,202.5106600000048
62.219,1.4075,1.3431,8.9292,0.0618,0.0618,0.0138,52.558811189,-1.4563502400000004,202.38232999999616
62.32,1.1457,0.9434,8.6619,0.069,0.069,-0.1208,52.5588023,-1.4563562999999997,202.3839999999999
62.419,-5.898,-0.5275,10.6648,-0.0716,-0.0716,-0.2337,52.558793488999996,-1.45636224,202.48200999999855
62.52,0.5729,1.2173,10.1342,-0.2149,-0.2149,-0.6113,52.5587846,-1.4563683,202.377
62.62,4.054,3.6327,9.496,0.1482,0.1482,-0.0205,52.5587757,-1.4563744,202.57999999999603
62.72,8.0972,3.8139,8.7847,0.2905,0.2905,0.5302,52.5587669,-1.4563803000000002,202.30500000001368
62.82,-2.2555,-0.8021,10.264,-0.0454,-0.0454,-0.3041,52.55875820000001,-1.4563863999999997,202.7749999999863
62.919,-6.1525,-2.5861,10.352,-0.1558,-0.1558,-0.4934,52.558749488000004,-1.456392241,202.4255300000052
63.02,4.5224,2.3032,8.7803,-0.1184,-0.1184,-0.2309,52.55874070000001,-1.4563984,202.924
63.12,3.232,2.4443,9.4418,0.0573,0.0573,0.2688,52.558732,-1.4564044,202.76700000000488
63.219,-1.8398,1.1311,9.7938,-0.0327,-0.0327,0.1022,52.558723486,-1.4564104390000003,203.10162000000977
63.319,-4.6317,-1.4215,10.6664,-0.0923,-0.0923,-0.3288,52.55871498500001,-1.4564166379999997,203.7752299999807
63.42,4.1572,2.2182,9.5215,-0.0013,-0.0013,-0.3419,52.5587064,-1.4564227,203.507000000004
63.52,6.8292,2.8449,9.3106,-0.0038,-0.0038,0.0798,52.55869800000001,-1.4564289,204.025
63.62,-0.6624,-0.3034,10.0071,0.0936,0.0936,0.4625,52.5586896,-1.4564351000000002,204.21199999998697
63.72,-7.307,-1.9004,10.7809,0.0246,0.0246,-0.0983,52.5586811,-1.4564410000000003,203.3130000000106
63.82,-3.9779,0.2449,10.6834,-0.15,-0.15,-0.3241,52.5586728,-1.4564469999999998,203.67799999998937
63.92,3.5588,3.0343,10.1945,-0.0799,-0.0799,-0.2959,52.5586644,-1.4564529,202.96200000001042
64.021,1.284,3.8671,9.2653,0.1814,0.1814,-0.1176,52.558656017,-1.456458758,202.99279000000007
64.119,-2.5922,0.6844,9.4151,0.0663,0.0663,0.3798,52.558647883000006,-1.456464442,203.26621000000404
64.219,-4.0123,-3.3097,9.595,-0.0557,-0.0557,0.1088,52.558639583,-1.456470143,202.76706999998532
64.32,2.7647,1.8303,9.6716,-0.0094,-0.0094,-0.2065,52.5586312,-1.4564756999999997,202.26800000001438
64.42,4.778,-0.035,9.6601,-0.0286,-0.0286,-0.2832,52.5586229,-1.4564811999999998,201.9720000000043
64.52,0.8368,-0.8439,10.2038,-0.0229,-0.0229,0.182,52.558614600000006,-1.4564864,200.965
64.62,-4.4185,0.0235,10.7771,0.1186,0.1186,0.2919,52.5586064,-1.4564917000000002,201.434999999995
64.719,-3.2244,-2.3286,10.4661,0.0107,0.0107,0.1027,52.558598282000005,-1.4564968480000002,201.0964199999901
64.82,3.4597,-1.461,10.7641,-0.2099,-0.2099,-0.2427,52.55859,-1.4565020999999998,200.9350000000046
64.92,3.1485,2.1943,11.231,0.0118,0.0118,-0.0885,52.5585819,-1.4565073999999998,201.57999999999066
65.02,0.3067,2.3246,11.4624,-0.0233,-0.0233,0.2502,52.5585737,-1.4565127,201.44
65.12,-0.5609,-4.559,11.8387,0.1957,0.1957,0.0791,52.5585657,-1.456518,201.74599999999964
65.22,2.5757,0.7481,11.4129,0.0694,0.0694,0.0825,52.55855759999999,-1.4565232000000001,201.71999999999622
65.32,2.6928,-1.0813,11.3353,0.1451,0.1451,-0.1934,52.5585496,-1.4565284999999997,201.59000000000378
65.42,1.6395,-0.7276,10.812,0.0289,0.0289,0.002,52.5585417,-1.4565337,201.8399999999964
65.52,1.4067,-1.4229,10.6757,-0.1709,-0.1709,0.0913,52.5585338,-1.456539,201.98
65.62,0.7447,3.6366,8.9484,-0.0634,-0.0634,-0.0851,52.5585261,-1.4565443,202.10799999999816
65.72,-3.8054,-1.4871,8.6903,0.1106,0.1106,-0.4099,52.5585182,-1.4565496000000002,201.98200000000858
65.819,2.6103,-4.1404,9.0258,-0.1711,-0.1711,0.1146,52.558510577,-1.4565548469999998,202.2740499999916
65.92,3.5535,2.0763,7.0257,0.1913,0.1913,-0.054,52.5585028,-1.4565601,202.32699999999926
66.02,-4.6428,-0.9124,9.2007,0.0882,0.0882,0.3026,52.5584951,-1.4565655000000002,202.614
66.12,-4.6578,-1.0207,9.7418,-0.0017,-0.0017,-0.1553,52.5584874,-1.4565707,202.22300000000527
66.22,3.8011,3.0544,8.7326,-0.078,-0.078,-0.2682,52.5584797,-1.4565760000000003,202.58199999999934
66.32,2.7758,1.4045,9.136,-0.1548,-0.1548,-0.2802,52.5584719,-1.4565813999999997,202.56000000000066
66.42,0.4635,1.3976,11.3499,-0.0062,-0.0062,-0.0365,52.5584641,-1.4565867,202.6089999999993
66.52,-7.1741,-2.2082,11.1005,0.166,0.166,0.1815,52.5584564,-1.4565921000000002,202.966
66.62,-6.3251,-2.3382,10.5708,-0.1173,-0.1173,-0.3748,52.5584486,-1.4565975,203.1009999999949
66.72,6.5477,3.44,9.4494,-0.134,-0.134,-0.5051,52.5584408,-1.4566028000000002,202.75300000000428
66.82,4.4127,2.3188,9.9484,-0.0993,-0.0993,-0.514,52.55843289999999,-1.4566082999999999,202.8999999999957
66.92,-0.1418,0.076,10.2239,0.0158,0.0158,0.3492,52.5584251,-1.4566137,202.92099999999968
67.021,-7.0588,-1.7936,10.7881,0.1133,0.1133,0.368,52.55841712,-1.456619256,203.10932999999997
67.119,2.4533,1.6753,9.5804,-0.0546,-0.0546,-0.1622,52.55840928,-1.456624744,202.94566999999756
67.22,5.9288,1.1976,7.5386,-0.0907,-0.0907,-0.2619,52.5584013,-1.4566303000000003,202.9379999999937
67.32,1.1123,2.2344,9.6513,0.0469,0.0469,0.009,52.5583932,-1.4566357999999997,202.7220000000063
67.42,-3.9445,-1.5112,8.7281,0.0782,0.0782,0.045,52.5583851,-1.4566414,202.9169999999972
67.52,-2.6368,-0.9076,8.5911,0.0241,0.0241,0.4052,52.55837699999999,-1.456647,202.909
67.619,2.7697,2.3365,8.7736,0.1886,0.1886,-0.0058,52.558368981,-1.4566525440000002,202.9030599999999
67.72,-1.171,0.2683,9.2342,-0.0863,-0.0863,-0.1695,52.5583608,-1.4566583000000002,203.14499999999026
67.82,-1.4424,0.4406,8.886,0.1163,0.1163,-0.1688,52.5583524,-1.4566639999999997,202.81000000000975
67.92,-2.4435,0.966,9.4821,-0.0317,-0.0317,0.0215,52.5583442,-1.4566698,203.09699999999586
68.02,-0.7488,2.2061,9.5912,-0.0049,-0.0049,0.1559,52.5583359,-1.4566755,202.931
68.12,-3.8736,-0.5602,10.7957,-0.2103,-0.2103,-0.2847,52.5583276,-1.4566813,203.1869999999984
68.22,0.1479,0.4839,9.9167,-0.0799,-0.0799,-0.0052,52.5583193,-1.4566871000000001,203.07599999999948
68.32,7.4906,2.9077,11.6145,0.1617,0.1617,0.0269,52.558311,-1.4566928999999997,203.0580000000005
68.42,-4.3757,-1.2466,10.7738,-0.0049,-0.0049,0.4596,52.5583028,-1.4566987,203.0999999999994
68.52,-3.6361,-1.3913,9.5297,0.057,0.057,0.1136,52.5582945,-1.4567044,203.049
68.62,-1.0375,0.0074,9.4915,-0.1079,-0.1079,-0.2336,52.5582862,-1.4567102,202.92900000000358
68.72,5.029,3.5449,9.4701,-0.0717,-0.0717,-0.4399,52.558278,-1.4567160000000001,203.17299999999335
68.82,-1.4544,-0.2702,10.3611,-0.0149,-0.0149,-0.176,52.5582697,-1.4567216999999997,202.94500000000664
68.92,-2.0329,-2.0348,10.0995,-0.0049,-0.0049,0.2054,52.55826149999999,-1.4567275,203.07899999999808
69.02,-2.0208,-1.2173,10.3582,0.0362,0.0362,0.1166,52.5582532,-1.4567333,203.14
69.12,0.5395,0.1024,9.9529,0.0172,0.0172,-0.1298,52.55824500000001,-1.456739,202.99100000000215
69.22,1.1773,2.1081,10.1773,-0.0431,-0.0431,-0.0844,52.5582368,-1.4567447000000002,203.13699999999213
69.32,2.5526,-0.2653,9.5247,0.0606,0.0606,0.0948,52.5582286,-1.4567503999999998,202.86700000000786
69.42,-1.7871,-0.7053,10.3558,0.0204,0.0204,0.2366,52.5582204,-1.4567561,203.02399999999773
69.52,-2.1612,0.084,10.3654,0.0499,0.0499,0.0265,52.5582122,-1.4567617999999998,202.821
69.62,0.0352,-0.1993,9.9339,-0.0139,-0.0139,0.0422,52.558204,-1.4567674,202.83900000000094
69.72,2.6731,0.7992,10.1194,0.0262,0.0262,-0.1043,52.5581958,-1.4567731000000002,202.90099999999305
69.82,1.6501,-0.9949,10.1896,-0.0693,-0.0693,-0.0106,52.5581876,-1.4567786999999999,202.66200000000697
69.92,-1.7713,-0.0793,10.4108,0.1055,0.1055,0.0713,52.5581795,-1.4567842999999998,202.86399999999708
70.02,-0.5419,0.0706,10.3547,-0.0087,-0.0087,0.0777,52.558171300000005,-1.4567899,202.802
70.119,0.0997,1.4373,9.9732,0.0172,0.0172,-0.1186,52.558163281000006,-1.4567955430000001,202.92971000000188
70.219,1.3756,1.5597,9.5589,-0.0928,-0.0928,-0.0628,52.558155181000004,-1.4568011440000002,203.1428600000062
70.319,1.1572,-0.6076,9.8345,0.0122,0.0122,-0.0967,52.558147180000006,-1.4568067439999997,203.01729000000367
70.42,0.824,1.1807,9.8572,0.0258,0.0258,0.0822,52.558139,-1.4568123,202.5870000000062
70.52,-1.5634,-0.4344,10.4503,0.0321,0.0321,0.0889,52.5581309,-1.456818,202.957
70.62,0.0662,-0.5831,10.3284,-0.0192,-0.0192,0.0113,52.5581228,-1.4568234000000002,202.33999999999995
70.72,-0.5452,0.7111,10.3534,0.0969,0.0969,0.0502,52.5581146,-1.4568289000000003,202.33700000000496
70.82,1.5078,-0.1419,9.8143,-0.0495,-0.0495,0.0496,52.5581065,-1.4568344,202.50799999999504
70.92,0.5945,0.3367,9.7026,0.0684,0.0684,0.0475,52.5580984,-1.4568399,202.38900000000174
71.02,-0.611,-0.8285,10.0883,0.0684,0.0684,0.0475,52.5580903,-1.4568454,202.546
71.12,0.7042,-0.7223,9.7402,-0.0209,-0.0209,-0.0269,52.5580822,-1.4568509,202.37899999999996
71.22,-0.2905,-0.7882,9.6807,-0.0116,-0.0116,0.0372,52.558074,-1.4568564000000002,202.37699999999305
71.32,-1.2609,-0.1049,9.813,-0.0501,-0.0501,0.0326,52.5580659,-1.4568617999999995,202.13800000000697
71.42,-1.469,1.0671,9.1982,-0.0074,-0.0074,-0.0812,52.5580577,-1.4568673,202.27899999999795
71.52,2.6825,1.9162,8.7079,-0.0578,-0.0578,0.2306,52.5580496,-1.4568728,202.228
71.62,2.5069,2.0218,8.9093,0.1109,0.1109,0.088,52.5580413,-1.4568782,201.98600000000204
71.72,-3.5588,0.6109,9.3435,-0.0314,-0.0314,0.2299,52.5580331,-1.4568837000000001,202.12600000000205
71.82,-3.0139,-0.5516,10.1446,-0.043,-0.043,-0.0835,52.5580249,-1.4568891999999998,202.19599999999795
71.92,0.0595,0.8842,9.5907,-0.0763,-0.0763,-0.1382,52.5580166,-1.4568947,201.9490000000036
72.02,0.8224,1.6007,9.68,0.0403,0.0403,0.0562,52.5580083,-1.4569003,202.257
72.12,2.247,-0.78,8.9597,0.0307,0.0307,0.1813,52.557999900000006,-1.4569059,201.9889999999986
72.22,-1.7858,-1.2987,9.8253,-0.0216,-0.0216,0.1226,52.55799149999999,-1.4569114000000003,201.892999999994
72.32,0.3431,-0.9794,9.2305,-0.0644,-0.0644,-0.0497,52.5579831,-1.4569168999999997,201.687000000006
72.42,-2.1467,-0.1803,10.7228,0.045,0.045,0.0257,52.5579746,-1.4569223999999998,201.6110000000011
72.52,1.689,1.7777,10.9923,0.155,0.155,0.2416,52.557966,-1.4569280000000002,201.938
72.62,0.797,-2.2757,10.6052,-0.007,-0.007,0.1393,52.5579575,-1.4569337,202.13799999999645
72.72,-1.9009,-0.8088,10.7354,0.0033,0.0033,-0.0176,52.557949,-1.4569394000000002,201.89500000000317
72.82,-0.6388,-0.6983,10.4924,-0.0958,-0.0958,-0.1026,52.5579404,-1.4569450999999998,202.00299999999683
72.92,2.904,0.6714,10.0557,0.0262,0.0262,-0.2944,52.5579318,-1.4569508,201.82900000000254
73.02,1.227,-0.4678,10.2459,-0.0715,-0.0715,0.0579,52.5579231,-1.4569565,201.935
73.12,0.9115,1.129,10.0884,0.0722,0.0722,0.1193,52.5579144,-1.4569622,201.73000000000079
73.22,0.6832,-1.3971,9.8958,-0.0793,-0.0793,0.1216,52.5579058,-1.4569679000000002,201.7849999999968
73.32,-0.1244,-0.5108,10.3516,0.1007,0.1007,-0.0678,52.557897,-1.4569736,201.67600000000317
73.419,0.4817,-1.7013,10.0946,-0.0344,-0.0344,0.0311,52.557888387,-1.456979243,201.74628999999896
73.52,1.8036,-0.6229,9.7399,0.0653,0.0653,0.0159,52.5578796,-1.456985,201.748
73.62,1.8479,-0.1165,9.7493,-0.0515,-0.0515,0.0998,52.5578708,-1.4569908,201.86299999999576
73.72,-0.0383,-1.5797,10.1293,0.0701,0.0701,0.008,52.5578621,-1.4569964000000002,201.57300000000203
73.82,-1.2606,-0.2543,10.0658,-0.0077,-0.0077,0.033,52.5578534,-1.4570020999999997,201.64199999999798
73.92,-1.7816,-1.2905,9.98,-0.014,-0.014,-0.0344,52.5578447,-1.4570078,201.88899999999643
74.02,0.7064,-0.0194,9.0876,-0.0889,-0.0889,-0.0613,52.557836,-1.4570135,201.642
74.119,-0.3935,0.6868,9.7814,-0.0288,-0.0288,-0.0406,52.557827386999996,-1.457019044,201.52913999999834
74.22,-1.5594,-0.8736,9.7804,0.0077,0.0077,-0.1684,52.5578186,-1.4570248000000001,201.72699999999713
74.32,-0.2383,-0.2661,9.3916,-0.0578,-0.0578,0.0145,52.55781,-1.4570303999999998,201.62800000000286
74.42,-0.318,-0.1033,9.4097,0.0122,0.0122,0.0073,52.5578014,-1.4570361,201.98099999999488
74.52,1.4638,-0.138,9.2426,-0.0363,-0.0363,0.0493,52.5577929,-1.4570417000000002,201.996
74.62,-0.6978,0.5999,10.161,0.0049,0.0049,-0.0624,52.5577843,-1.4570475,202.33100000000812
74.72,1.4068,-0.8805,10.1215,0.1168,0.1168,-0.0818,52.5577759,-1.4570533000000003,202.88599999999616
74.82,-0.408,0.5217,10.968,0.0543,0.0543,0.0464,52.5577674,-1.4570590999999997,202.75400000000383
74.919,2.5547,0.1126,10.4441,-0.1046,-0.1046,0.1734,52.557759084,-1.457064743,202.52135000000345
75.02,-1.0906,-0.1215,11.1329,0.1783,0.1783,0.064,52.5577506,-1.4570706,202.489
75.12,-0.6452,-0.9446,10.4165,-0.0448,-0.0448,-0.099,52.557742100000006,-1.4570763,202.40599999999498
75.22,0.6,0.0238,9.5624,-0.001,-0.001,-0.0248,52.55773369999999,-1.4570818000000003,202.06200000000038
75.32,3.1419,1.115,9.161,-0.0475,-0.0475,0.0516,52.5577253,-1.4570873999999996,202.07499999999962
75.419,-1.4805,-0.1292,9.8074,0.0471,0.0471,0.1256,52.557716984,-1.4570928449999998,201.91858000000232
75.52,-0.7755,1.8064,9.8985,0.1236,0.1236,-0.0311,52.5577087,-1.4570985,202.264
75.62,-1.5758,0.4873,10.2199,-0.0346,-0.0346,-0.068,52.5577004,-1.4571040000000002,202.160000000003
75.72,2.8801,-1.5775,9.001,-0.0457,-0.0457,-0.0558,52.5576922,-1.4571096000000001,202.36499999999876
75.82,-2.1976,-0.463,10.7738,-0.1096,-0.1096,-0.0165,52.5576841,-1.4571150999999998,202.32200000000125
75.92,0.1581,0.7591,10.9994,0.1529,0.1529,-0.2102,52.557676,-1.4571206,202.5439999999968
76.02,1.5187,-2.2591,10.1608,-0.3018,-0.3018,-0.0504,52.55766789999999,-1.457126,202.159
76.12,-0.8798,-1.3929,10.2552,0.0035,0.0035,-0.0361,52.5576598,-1.4571314,202.2249999999997
76.22,-2.4937,0.2161,10.3177,0.0915,0.0915,0.1159,52.5576518,-1.4571368000000002,202.20500000000007
76.32,1.6337,0.7137,9.594,0.114,0.114,-0.0225,52.5576439,-1.4571420999999998,202.20699999999994
76.42,0.6427,-0.5193,9.604,-0.0174,-0.0174,-0.0549,52.5576359,-1.4571474,201.97100000000341
76.52,1.3636,0.0311,9.5811,-0.0694,-0.0694,-0.0338,52.557628,-1.4571527000000002,202.029
76.62,-2.0695,-0.0752,9.1756,0.0523,0.0523,-0.0544,52.5576201,-1.4571579,201.9769999999992
76.72,0.9908,2.4601,9.6259,0.0501,0.0501,0.2229,52.5576122,-1.4571631,201.92299999999722
76.82,-0.4027,3.8989,9.4561,0.1523,0.1523,-0.0014,52.5576043,-1.4571682999999997,201.82700000000278
76.919,2.2346,2.0669,9.4775,-0.0536,-0.0536,-0.1597,52.557596479000004,-1.4571734479999998,201.85966999999954
77.02,-1.4267,-0.158,10.1423,-0.0483,-0.0483,-0.1442,52.5575886,-1.4571787,201.825
77.12,-1.0043,-0.0787,10.4396,0.0862,0.0862,0.0069,52.5575808,-1.4571839,202.09899999999507
77.22,-0.8178,-0.0151,10.734,-0.0197,-0.0197,0.1253,52.5575729,-1.4571890000000003,201.76399999999975
77.32,0.4673,1.7245,10.1897,0.0896,0.0896,0.0344,52.5575651,-1.4571940999999997,201.75500000000025
77.42,-0.967,1.1599,10.2756,0.0881,0.0881,-0.0371,52.5575573,-1.4571993,202.04499999999578
77.52,-1.177,0.4783,10.905,-0.0208,-0.0208,-0.0744,52.5575495,-1.4572044999999998,201.967
77.62,-1.1155,-0.3344,10.3417,0.1295,0.1295,0.1344,52.5575417,-1.4572096,201.70300000000486
77.72,0.8209,0.3739,10.2078,0.0033,0.0033,0.1085,52.5575339,-1.4572148000000003,202.0349999999975
77.82,0.3437,0.2671,10.0093,-0.0089,-0.0089,-0.0557,52.5575262,-1.4572198999999997,201.9490000000025
77.92,-0.1247,0.6555,10.3318,-0.1628,-0.1628,-0.0957,52.5575184,-1.457225,201.87400000000108
78.02,-1.1383,-0.6181,10.5509,0.0312,0.0312,-0.0322,52.5575107,-1.4572302,201.86
78.12,-0.3116,-0.8274,10.4114,0.0635,0.0635,0.0807,52.557503,-1.4572353000000002,201.9900000000033
78.22,0.9052,-0.1036,10.1569,-0.0772,-0.0772,0.0222,52.5574953,-1.4572404000000003,202.215999999997
78.32,-1.5078,-0.146,9.9202,0.033,0.033,0.103,52.5574877,-1.4572454999999997,202.113000000003
78.42,-0.4972,0.9567,9.9042,-0.0397,-0.0397,-0.063,52.557480000000005,-1.4572507,202.2039999999987
78.519,-3.3323,0.2915,9.3575,0.0459,0.0459,-0.1098,52.557472575000006,-1.457255749,202.29706
78.62,-2.1484,-0.3782,9.5064,0.0116,0.0116,0.1138,52.55746490000001,-1.4572609,202.48700000000622
78.72,0.7199,0.2118,9.7905,0.0485,0.0485,-0.0615,52.557457500000005,-1.4572661000000005,202.91200000000757
78.82,0.9687,-0.2875,9.9941,-0.0038,-0.0038,-0.1346,52.5574501,-1.4572712999999997,203.1719999999924
78.92,1.8728,0.7235,9.5829,-0.0268,-0.0268,0.082,52.5574427,-1.4572766,203.34799999999746
79.02,-0.4144,0.073,10.4032,-0.0189,-0.0189,0.0035,52.5574354,-1.4572818,203.562
79.12,-0.6045,-0.365,9.9526,0.0585,0.0585,-0.0079,52.5574282,-1.4572870999999998,203.91900000000223
79.224,0.3176,0.6887,9.8264,0.0007,0.0007,0.038,52.557420816000004,-1.4572925120000002,204.07304000000204
79.32,-0.1005,1.4257,9.0328,-0.0437,-0.0437,-0.0487,52.557414,-1.4572976,204.14599999999777
79.42,-0.472,0.2353,9.4632,-0.0339,-0.0339,-0.0368,52.557407,-1.457303,205.12999999998573
79.52,-0.7983,0.2717,9.6246,-0.0104,-0.0104,0.0146,52.5574001,-1.4573083,205.379
79.62,-1.9245,-0.661,9.7265,-0.0592,-0.0592,-0.0131,52.5573933,-1.4573139,206.1260000000147
79.72,-0.9593,-0.1286,9.6668,0.075,0.075,-0.1129,52.5573865,-1.4573196000000004,207.13000000002765
79.819,-0.5266,0.271,10.0638,0.0155,0.0155,-0.0242,52.557379966,-1.4573253419999999,208.069509999973
79.92,0.842,-0.0463,9.8483,-0.0154,-0.0154,0.0191,52.5573734,-1.4573314,209.11699999998496
80.019,-1.509,0.1058,9.6117,-0.0194,-0.0194,-0.0466,52.557367064,-1.4573374390000002,209.88721999999996
80.119,-1.2788,0.8203,9.9501,-0.0043,-0.0043,-0.0162,52.557360763,-1.4573437370000002,211.1780400000187
80.219,-0.6861,1.4211,10.0583,0.0124,0.0124,0.0339,52.557354562,-1.4573501360000003,212.44038000003653
80.32,0.7371,1.2417,9.8909,0.0929,0.0929,-0.034,52.5573485,-1.4573567999999997,213.43399999997143
80.42,-0.4428,0.0354,10.0925,0.0521,0.0521,0.1077,52.5573426,-1.4573636,214.66799999998213
80.52,-0.8494,-2.8846,9.9045,-0.0412,-0.0412,-0.126,52.5573368,-1.4573705,215.894
80.62,-1.2842,0.4942,10.2263,-0.0982,-0.0982,-0.1444,52.5573312,-1.4573776,216.9400000000195
80.72,-0.9007,1.758,10.2427,0.023,0.023,-0.0828,52.5573256,-1.4573849000000003,218.27300000004422
